,1691
添加物注[Number]）<BR>[InactIngreName]（[Number]：[Number]）グルコースエステル[Number][Unit][InactIngreName][Number][Unit]<<BR>>注[Number]）本剤の実際の充填量は表示量より過量で表示量を注射するに足りる量である,3
添加物<BR>[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][InactIngreName]<<BR>>各製剤には溶解液として[InactIngreName][Number][Unit]を添付している（「包装」の項参照）用時[InactIngreName]を[Number][Unit]加えて溶解すること（「適用上の注意」の項参照）,3
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName],3
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物ヒプロメロース[InactIngreName],3
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName],3
添加物として[InactIngreName][InactIngreName][InactIngreName]を含む,3
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][Number][Unit],3
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物,3
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][Number]成分その他[Number]成分,3
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含む,3
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,3
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName]エステル[InactIngreName][InactIngreName]その他[Number]成分を含有する,3
添加物〉[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],3
添加物<BR>[InactIngreName][InactIngreName]［カプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]］,3
添加物として[InactIngreName][InactIngreName][InactIngreName]カプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,3
添加物として内容物：[InactIngreName]カプセル剤皮：[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,3
添加物として[InactIngreName][InactIngreName]カプセル本体に[InactIngreName][InactIngreName][InactIngreName]を含有する,3
添加物：[Number][Unit]（[Number][Unit]）中<BR>モノ[InactIngreName]（[Number]Ｅ．Ｏ．）：[Number][Unit]<<BR>>成分含有量：添加物：[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName]：[Number][Unit]<<BR>>成分含有量：添加物：[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName][InactIngreName]和物：含有<<BR>>成分含有量：添加物：[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName]：含有<<BR>>成分含有量：添加物：[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName]：含有,3
添加物として[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName]を含有する,3
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロースヒプロメロースフタル酸エステル[InactIngreName][InactIngreName][InactIngreName]を含有する,3
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロースフタル酸エステル[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],3
添加物<BR>[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName]適量[InactIngreName]適量,3
添加物<BR>[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]和物[InactIngreName]を含有する,3
添加物として[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]和物[InactIngreName]を含有する,3
添加物及び含量<BR>[InactIngreName][InactIngreName]和物[Number][Unit]<<BR>><BR>[InactIngreName]適量,3
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロースフタル酸エステル[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],3
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]含有,3
添加物<BR>[Number][Unit]中[InactIngreName][Number][Unit],3
添加物：<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],3
添加物名分量（[Number][Unit]中）<BR>[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][InactIngreName],3
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]グリコール酸ナトリウム[InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName],3
添加物[InactIngreName]<<BR>>電解質（理論値）<BR>Ｎａ＋[Number][Unit]Ｋ＋[Number][Unit]Ｃａ＋＋[Number][Unit]Ｍｇ＋＋[Number][Unit]Ｃｌ[Number][Unit]Ａｃｅｔａｔｅ[Number][Unit]Ｌ－Ｌａｃｔａｔｅ[Number][Unit]Ｇｌｕｃｏｎａｔｅ[Number][Unit]Ｐ[Number][Unit]Ｚｎ[Number][Unit]<<BR>>カロリー<BR>[Number][Unit],3
添加物[Number][Unit]（[Number][Unit]）中<BR>システイン[Number][Unit][InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）適量,3
添加物（容量[Number][Unit]中）<BR>[InactIngreName][InactIngreName]和物（[InactIngreName]）適量<<BR>>ＩＩ層（アミノ酸）成分（容量[Number][Unit]中）<BR>イソロイシン[Number][Unit]ロイシン[Number][Unit]リジン[InactIngreName]塩[Number][Unit]メチオニン[Number][Unit]フェニルアラニン[Number][Unit]トレオニン[Number][Unit]トリプトファン[Number][Unit]バリン[Number][Unit]アラニン[Number][Unit]アルギニン[Number][Unit]アスパラギン酸[Number][Unit]システイン[Number][Unit]グルタミン酸[Number][Unit]ヒスチジン[Number][Unit]プロリン[Number][Unit]セリン[Number][Unit]チ[InactIngreName][Number][Unit][InactIngreName][Number][Unit]アミノ酸濃度[Number][Unit]<<BR>>ＩＩ層（アミノ酸）添加物（容量[Number][Unit]中）<BR>[InactIngreName][Number][Unit]<<BR>>混合後糖量（容量[Number][Unit]中）<BR>[InactIngreName][Number][Unit][InactIngreName]濃度[Number][Unit],3
添加物[InactIngreName]（乳化剤）[Number][Unit][InactIngreName]（[InactIngreName]）[Number][Unit]無[InactIngreName][InactIngreName]約[Number][Unit]に相当[InactIngreName]（[InactIngreName]）適量熱量約[Number][Unit],3
添加物として[InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）を含有する,3
添加物[InactIngreName]<<BR>>〔電解質濃度〕（理論値）<BR>Ｎａ＋[Number][Unit]Ｋ＋[Number][Unit]Ｍｇ＋＋[Number][Unit]Ｃｌ[Number][Unit]Ｈ[Number]ＰＯ[Number][Unit]ＣＨ[Number]ＣＯＯ[Number][Unit]<<BR>>〔カロリー〕<BR>[Number][Unit]Ｌ,3
添加物に由来するものを含む本剤は添加物として[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物（[InactIngreName]）を含有する,3
添加物<BR>[Number][Unit]（[Number][Unit]）中[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit],3
添加物名<BR>[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName]適量,3
添加物として[InactIngreName][Number][Unit]Ｄソルビトール[Number][Unit][InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName]を含有する,3
添加物<BR>[InactIngreName]（[Number][Unit]）[Number][Unit][InactIngreName]二[InactIngreName]和物[InactIngreName],3
添加物（[Number][Unit]中）<BR>[InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）[Number][Unit][InactIngreName]適量,3
添加物[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）適量[InactIngreName]（[InactIngreName]）適量,3
添加物<BR>[InactIngreName][InactIngreName]グリコール酸ナトリウム[InactIngreName][InactIngreName][InactIngreName],3
添加物<BR>[InactIngreName]カプセル剤皮：[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],3
添加物<BR>[InactIngreName]（カプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName]）,3
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,3
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName],3
添加物：[Number][Unit]中<BR>アルギニン[Number][Unit]フェニルアラニン[Number][Unit]メチオニン[Number][Unit]モノ[InactIngreName]（[Number]Ｅ．Ｏ．）[Number][Unit]Ｄ‐マンニトール[Number][Unit][InactIngreName]適量<<BR>>添付溶解液<BR>[Number][Unit]中：[InactIngreName][Number][Unit]<<BR>>注[Number]）本剤はチャイニーズハムスター卵巣細胞を用いて製造される,3
添加物[InactIngreName]（[InactIngreName]）[Number][Unit]<<BR>>Ｂ剤[Number][Unit]（[Number][Unit]）中<<BR>>[InactIngreName]（ＮａＨＣＯ[Number]）[Number][Unit],3
添加物（[Number][Unit]（[Number][Unit]）中）<BR>[InactIngreName]（[InactIngreName]）適量<<BR>>Ｂ剤成分（[Number][Unit]（[Number][Unit]）中）<BR>[InactIngreName][Number][Unit]<<BR>>ＡＢ剤希釈調製後の電解質濃度（ｍ／[Unit]）Ａ剤<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｃａ[Number]＋[Number]Ｍｇ[Number]＋[Number]Ｃｌ[Number]（性状の項参照）Ａｃｅｔａｔｅ[Number]Ｇｌｕｃｏｓｅ[Number][Unit]浸透圧（理論値）[Number][Unit]Ｏｓｍ／[Unit]<<BR>>Ｂ剤<BR>Ｎａ＋[Number]ＨＣＯ[Number]浸透圧（理論値）[Number][Unit]Ｏｓｍ／[Unit]<<BR>>Ａ剤＋Ｂ剤<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｃａ[Number]＋[Number]Ｍｇ[Number]＋[Number]Ｃｌ[Number]（性状の項参照）ＨＣＯ[Number]Ａｃｅｔａｔｅ[Number]Ｇｌｕｃｏｓｅ[Number][Unit]浸透圧（理論値）[Number][Unit]Ｏｓｍ／[Unit],3
添加物<BR>[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName],3
添加物（[Number][Unit]中）<BR>[InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）,3
添加物：<BR>[InactIngreName][Number][Unit][InactIngreName]（[InactIngreName][InactIngreName]和物[InactIngreName]）,3
添加物〔[Number][Unit]中〕<BR>[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit],3
溶解液として[InactIngreName]を添付している,3
添加物（[Number][Unit]中）<BR>[InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName]適量<<BR>>溶解液<BR>[InactIngreName][Number][Unit],3
添加物<BR>アスパラギン酸[Number][Unit]<<BR>>添加物<BR>アルギニン[Number][Unit]<<BR>>添加物<BR>[InactIngreName]適量<<BR>>添加物<BR>[InactIngreName]適量<<BR>>添加物<BR>Ｄ‐マンニトール[Number][Unit],3
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName]グリコール酸Ｎａ[InactIngreName][InactIngreName][InactIngreName]を含有する,3
添加物として[InactIngreName][InactIngreName][InactIngreName]グリコール酸ナトリウム[InactIngreName][InactIngreName][InactIngreName]を含有する,3
添加物として[InactIngreName][InactIngreName][InactIngreName]及び[InactIngreName]を含有する,3
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]アスパルテーム[InactIngreName][InactIngreName]を含有する,3
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]<<BR>>剤形<BR>フィルムコーティング錠,3
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],3
添加物<BR>[InactIngreName][InactIngreName]他[Number]成分カプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]エステル,3
